IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
139	river	$					coat11	small1990syntactic
140	dew	$					coat11	small1990syntactic
141	mountain	shuku					coat11	small1990syntactic
142	plain, flatland, lowland	$					coat11	small1990syntactic
143	stone, rock	shúū					coat11	small1990syntactic
144	cotton	$					coat11	small1990syntactic
145	metal, machete, bell	kāá					coat11	small1990syntactic
146	paper	tutú					coat11	small1990syntactic
147	lime (material)	kaka					coat11	small1990syntactic
148	beeswax, wax	shúmē					coat11	small1990syntactic
149	mud	ndōhshó					coat11	small1990syntactic
150	foam	$					coat11	small1990syntactic
151	dust	$					coat11	small1990syntactic
152	red	kwēhé					coat11	small1990syntactic
153	green	$					coat11	small1990syntactic
154	yellow	$					coat11	small1990syntactic
155	black	tūún					coat11	small1990syntactic
156	white	kwīshín					coat11	small1990syntactic
157	one	uun					coat11	small1990syntactic
157	one	ɨɨn		following ‘ten'			coat11	small1990syntactic
158	two	úvī					coat11	small1990syntactic
159	three	únī					coat11	small1990syntactic
160	four	kɨ́mī					coat11	small1990syntactic
161	five	úhūn					coat11	small1990syntactic
162	six	íñū					coat11	small1990syntactic
163	seven	úhshē					coat11	small1990syntactic
164	eight	únā					coat11	small1990syntactic
165	nine	ɨ̄ɨ̄n					coat11	small1990syntactic
166	ten	úhshī					coat11	small1990syntactic
167	fifteen	shéhūn					coat11	small1990syntactic
168	twenty	ókō					coat11	small1990syntactic
169	poor	ndāhví					coat11	small1990syntactic
170	rich	$					coat11	small1990syntactic
171	cold	vishín					coat11	small1990syntactic
172	hot	ihni					coat11	small1990syntactic
173	big.SG	kahnu					coat11	small1990syntactic
174	big.PL	nahnu					coat11	small1990syntactic
175	small.SG	lúhndī					coat11	small1990syntactic
176	small.PL	kwetsī					coat11	small1990syntactic
177	long.SG	kani					coat11	small1990syntactic
178	long.PL	nani					coat11	small1990syntactic
179	good	vāhá					coat11	small1990syntactic
180	sweet	$					coat11	small1990syntactic
181	salty	$					coat11	small1990syntactic
182	bitter	$					coat11	small1990syntactic
183	tasty, delicious	$					coat11	small1990syntactic
184	wide	$					coat11	small1990syntactic
185	new	$					coat11	small1990syntactic
186	lazy, bothersome	duhshēn					coat11	small1990syntactic
187	ugly	kini					coat11	small1990syntactic
188	jealous	$					coat11	small1990syntactic
189	near	etsin					coat11	small1990syntactic
190	far	ikā					coat11	small1990syntactic
191	heavy	vií					coat11	small1990syntactic
192	raw	$					coat11	small1990syntactic
193	smooth	ndɨɨ́		only as part of ndu-ndɨɨ́ ‘to become smooth, get ironed'			coat11	small1990syntactic
194	slow	$					coat11	small1990syntactic
195	yesterday	iku					coat11	small1990syntactic
196	year	kwíā					coat11	small1990syntactic
197	now, today	ve					coat11	small1990syntactic
198	night	$					coat11	small1990syntactic
199	night time	nīñū					coat11	small1990syntactic
200	day	ndúvi					coat11	small1990syntactic
201	day time	ndúvi					coat11	small1990syntactic
202	half, middle	dava					coat11	small1990syntactic
203	money	dyuhun					coat11	small1990syntactic
204	work	tsiñu					coat11	small1990syntactic
205	word	túhūn					coat11	small1990syntactic
206	fault, blame, sin	kwétsi					coat11	small1990syntactic
207	dream	$					coat11	small1990syntactic
208	when	amá					coat11	small1990syntactic
209	song, music	$					coat11	small1990syntactic
2								
