IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
102	sugar cane	$					ayut11	hills1990syntactic
103	honey	$					ayut11	hills1990syntactic
104	fat, lard, grease	$					ayut11	hills1990syntactic
105	egg	ndīvih					ayut11	hills1990syntactic
106	tomato	tinanah	ti-nanah	round?-?			ayut11	hills1990syntactic
107	edible tuber	$					ayut11	hills1990syntactic
108	avocado	tichīh					ayut11	hills1990syntactic
109	banana	chītya					ayut11	hills1990syntactic
110	prickly pear cactus	$					ayut11	hills1990syntactic
111	mamey	$					ayut11	hills1990syntactic
112	custard apple	$					ayut11	hills1990syntactic
113	mushroom	$					ayut11	hills1990syntactic
114	meat	ndeih					ayut11	hills1990syntactic
115	griddle	$					ayut11	hills1990syntactic
116	clay pot	kisi					ayut11	hills1990syntactic
117	oven	$					ayut11	hills1990syntactic
118	fire	nūhu					ayut11	hills1990syntactic
119	ash	$					ayut11	hills1990syntactic
120	charcoal	$					ayut11	hills1990syntactic
121	smoke	$					ayut11	hills1990syntactic
122	garbage, trash	mihīh					ayut11	hills1990syntactic
123	plate	$					ayut11	hills1990syntactic
124	gourd, gourd bowl	yashīnh					ayut11	hills1990syntactic
125	basket	$					ayut11	hills1990syntactic
126	box	shātunh					ayut11	hills1990syntactic
127	thread	$					ayut11	hills1990syntactic
128	comb	$					ayut11	hills1990syntactic
129	rope	yohōh					ayut11	hills1990syntactic
130	hole	$					ayut11	hills1990syntactic
131	net	$					ayut11	hills1990syntactic
132	soap	nāmah					ayut11	hills1990syntactic
133	ring	$					ayut11	hills1990syntactic
134	moon	yōoh					ayut11	hills1990syntactic
135	cloud	vīkoh					ayut11	hills1990syntactic
136	lightning	$					ayut11	hills1990syntactic
137	water	tikwī					ayut11	hills1990syntactic
138	rain (precipitation)	sāvih					ayut11	hills1990syntactic
139	river	itya					ayut11	hills1990syntactic
140	dew	$					ayut11	hills1990syntactic
141	mountain	ikūh					ayut11	hills1990syntactic
142	plain, flatland, lowland	$					ayut11	hills1990syntactic
143	stone	yūuh					ayut11	hills1990syntactic
144	cotton	$					ayut11	hills1990syntactic
145	metal	kaa					ayut11	hills1990syntactic
146	paper	tutu					ayut11	hills1990syntactic
147	lime (material)	kaka					ayut11	hills1990syntactic
148	beeswax, wax	ñūhmah					ayut11	hills1990syntactic
149	mud	ndēhi					ayut11	hills1990syntactic
150	foam	$					ayut11	hills1990syntactic
151	dust	$					ayut11	hills1990syntactic
152	red	$					ayut11	hills1990syntactic
153	green	kwīih					ayut11	hills1990syntactic
154	yellow	kwāān					ayut11	hills1990syntactic
155	black	$					ayut11	hills1990syntactic
156	white	yaa		only as part of nda-sa-yaa ‘will rewhiten'			ayut11	hills1990syntactic
157	one	iin					ayut11	hills1990syntactic
158	two	ūvi					ayut11	hills1990syntactic
159	three	ūni					ayut11	hills1990syntactic
160	four	kumīh					ayut11	hills1990syntactic
161	five	ūhun					ayut11	hills1990syntactic
162	six	īñu					ayut11	hills1990syntactic
163	seven	ūsha					ayut11	hills1990syntactic
164	eight	ūnya					ayut11	hills1990syntactic
165	nine	īīn					ayut11	hills1990syntactic
166	ten	ūshi					ayut11	hills1990syntactic
167	fifteen	shāhun					ayut11	hills1990syntactic
168	twenty	ōko					ayut11	hills1990syntactic
169	poor	ndāhvī					ayut11	hills1990syntactic
170	rich	vīkāh					ayut11	hills1990syntactic
171	cold	vishin					ayut11	hills1990syntactic
172	hot	ihnīh					ayut11	hills1990syntactic
173	big.SG	chīe					ayut11	hills1990syntactic
174	big.PL	nāhnūh					ayut11	hills1990syntactic
175	small.SG	lūlū					ayut11	hills1990syntactic
176	small.PL	kwālīh					ayut11	hills1990syntactic
176	small.PL	kwāchīh					ayut11	hills1990syntactic
177	long.SG	kānih					ayut11	hills1990syntactic
178	long.PL	nānih					ayut11	hills1990syntactic
179	good	vaha					ayut11	hills1990syntactic
180	sweet	vīshi		only as part of ku-vīshi ‘will become sweet'			ayut11	hills1990syntactic
181	salty	$					ayut11	hills1990syntactic
182	bitter	$					ayut11	hills1990syntactic
183	delicious	āsinh					ayut11	hills1990syntactic
184	wide	ndīká		only as part of sa-ndīká ‘will widen'			ayut11	hills1990syntactic
185	new	shaāh					ayut11	hills1990syntactic
186	lazy	sūshānh					ayut11	hills1990syntactic
187	ugly	$					ayut11	hills1990syntactic
188	jealous	$					ayut11	hills1990syntactic
189	near	yatin					ayut11	hills1990syntactic
190	far	shīkāh					ayut11	hills1990syntactic
191	heavy	vīe					ayut11	hills1990syntactic
192	raw	īhīn					ayut11	hills1990syntactic
193	smooth	ndiih		only as part of sa-ndiih ‘will smooth'			ayut11	hills1990syntactic
194	slow	kwīē					ayut11	hills1990syntactic
195	yesterday	iku					ayut11	hills1990syntactic
196	year	kwīya					ayut11	hills1990syntactic
197	now, today	vitin					ayut11	hills1990syntactic
198	night	ñuū					ayut11	hills1990syntactic
199	night time	niñu					ayut11	hills1990syntactic
200	day	kīhvih					ayut11	hills1990syntactic
201	day time	nduvīh					ayut11	hills1990syntactic
202	half, middle	sava					ayut11	hills1990syntactic
203	money	shuhūnh					ayut11	hills1990syntactic
204	work	chuun					ayut11	hills1990syntactic
205	word	$					ayut11	hills1990syntactic
206	fault, blame, sin	kwachi					ayut11	hills1990syntactic
207	dream	$		verb is listed			ayut11	hills1990syntactic
208	when	ama					ayut11	hills1990syntactic
209	song, music	$					ayut11	hills1990syntactic
