IDlist	GLOSS	VALUE	FORM	ID	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
13	man	tʸaa		6597				coso11	josserand1983mixtec
13	man	ȼee		6598				coxc11	josserand1983mixtec
13	man	see		6599				coxc11	josserand1983mixtec
13	man	ra-yɨɨ		6600				cris11	josserand1983mixtec
13	man	taa		6601				cuat11	josserand1983mixtec
13	man	tii		6602				cuau11	josserand1983mixtec
13	man	ȼee		6603				cuil11	josserand1983mixtec
13	man	tii		6604				cuya11	josserand1983mixtec
13	man	se-yɨɨ		6605				diux11	josserand1983mixtec
13	man	čàā		6606				dura11	josserand1983mixtec
13	man	taa		6607				esta11	josserand1983mixtec
13	man	tee		6608				este11	josserand1983mixtec
13	man	čaa		6609				flor11	josserand1983mixtec
13	man	čāa		6610				gran11	josserand1983mixtec
13	man	ȼ̣ʸàa		6611				guad11	josserand1983mixtec
13	man	ra-yɨɨ		6612				huaz11	josserand1983mixtec
13	man	tee		6613				huit11	josserand1983mixtec
13	man	tee		6614				itun11	josserand1983mixtec
13	man	čaa		6615				ixpa11	josserand1983mixtec
13	man	ra-yɨɨ		6616				ixta11	josserand1983mixtec
13	man	tʸee		6617				ixta12	josserand1983mixtec
13	man	tee		6618				ixta13	josserand1983mixtec
13	man	tʸaa		6619				ixta13	josserand1983mixtec
13	man	ra-yɨɨ		6620				jami11	josserand1983mixtec
13	man	sa-žɨɨ		6621				jate11	josserand1983mixtec
13	man	se-žɨɨ		6622				jate11	josserand1983mixtec
13	man	rai		6623				jica11	josserand1983mixtec
13	man	rai		6624				jica12	josserand1983mixtec
13	man	ȼie		6625				joco11	josserand1983mixtec
13	man	ȼʸee		6626				joco11	josserand1983mixtec
13	man	tʸaa		6627				juxt11	josserand1983mixtec
13	man	ra-yɨɨ		6628				lore11	josserand1983mixtec
13	man	ra-yɨɨ		6629				mech11	josserand1983mixtec
13	man	tʸaa		6630				metl11	josserand1983mixtec
13	man	tʸaa		6631				mica11	josserand1983mixtec
13	man	tʸaa		6632				mixt11	josserand1983mixtec
13	man	tēe		6633				moli11	josserand1983mixtec
13	man	taa		6634				mont12	josserand1983mixtec
13	man	tee		6635				mont13	josserand1983mixtec
13	man	čee		6636				mont14	josserand1983mixtec
13	man	čii-žɨɨ		6637				mont14	josserand1983mixtec
13	man	taa		6638				more11	josserand1983mixtec
13	man	čie		6639				ndua11	josserand1983mixtec
13	man	tʸie		6640				ndua11	josserand1983mixtec
13	man	tʸàā		6641				nuch11	josserand1983mixtec
13	man	tee		6642				nund11	josserand1983mixtec
13	man	tee		6643				nund12	josserand1983mixtec
13	man	tee		6644				nund13	josserand1983mixtec
13	man	ra-yɨɨ		6645				nuti11	josserand1983mixtec
13	man	taa		6646				nuxa11	josserand1983mixtec
13	man	tee		6647				nuxa11	josserand1983mixtec
13	man	tee		6648				nuxi11	josserand1983mixtec
13	man	tèē		6649				nuyo11	josserand1983mixtec
13	man	tèē		6650				ocot11	josserand1983mixtec
13	man	tee		6651				pena12	josserand1983mixtec
13	man	téè		6652				peno11	josserand1983mixtec
13	man	tee		6653				pied11	josserand1983mixtec
13	man	rai		6654				pino11	josserand1983mixtec
13	man	ra-yɨɨ		6655				pino12	josserand1983mixtec
13	man	tee		6656				prog11	josserand1983mixtec
13	man	(ta)taa	ta-taa	6657				prog12	josserand1983mixtec
13	man	teye		6658				prom01	josserand1983mixtec
13	man	čàá		6659				reye11	josserand1983mixtec
13	man	raa		6660				sayu11	josserand1983mixtec
13	man	tee		6661				sind11	josserand1983mixtec
13	man	tee		6662				sini11	josserand1983mixtec
13	man	ȼee		6663				soso11	josserand1983mixtec
13	man	či-žee		6664				soya11	josserand1983mixtec
13	man	xa-žee		6665				soya11	josserand1983mixtec
13	man	tee		6666				tama11	josserand1983mixtec
13	man	tàā		6667				tama12	josserand1983mixtec
13	man	tee		6668				tata11	josserand1983mixtec
13	man	čàá		6669				teco11	josserand1983mixtec
13	man	te-šii		6670				teit11	josserand1983mixtec
13	man	ña̡-čaa		6671				tejo11	josserand1983mixtec
13	man	tʸaa		6672				tepe11	josserand1983mixtec
13	man	rai		6673				tepe12	josserand1983mixtec
13	man	tai		6674				tepo11	josserand1983mixtec
13	man	yee		6675				tepo11	josserand1983mixtec
13	man	čee		6676				tida11	josserand1983mixtec
13	man	se-žɨɨ		6677				tila11	josserand1983mixtec
13	man	tee		6678				tlac11	josserand1983mixtec
13	man	ȼaa		6679				tlac12	josserand1983mixtec
13	man	tee		6680				tlal11	josserand1983mixtec
13	man	tee		6681				tlaz11	josserand1983mixtec
13	man	tʸaa		6682				tona11	josserand1983mixtec
13	man	tʸaa		6683				toto12	josserand1983mixtec
13	man	ra-yɨɨ		6684				tutu11	josserand1983mixtec
13	man	tʸaa		6685				xaya11	josserand1983mixtec
13	man	tʸàā		6686				xaya12	josserand1983mixtec
13	man	tíaa		6687				yolo11	josserand1983mixtec
13	man	taa		6688				yolo12	josserand1983mixtec
13	man	čaa		6689				yoso11	josserand1983mixtec
13	man	tee		6690				yucu11	josserand1983mixtec
13	man	tèē		6691				yucu12	josserand1983mixtec
13	man	taa		6692				yucu13	josserand1983mixtec
13	man	tàā		6693				yucu15	josserand1983mixtec
13	man	taa		6694				yucu16	josserand1983mixtec
13	man	tee		6695				yuta11	josserand1983mixtec
13	man	tee		6696				yuta12	josserand1983mixtec
13	man	ra-iiʔ		6697				zaca11	josserand1983mixtec
13	man	raa		6698				zaca11	josserand1983mixtec
13	man	te-ii		6699				zapo11	josserand1983mixtec
15	owner	čii-stoʔo		6700				acat11	josserand1983mixtec
15	owner	ma̡a̡-ⁿdi		6701				achi11	josserand1983mixtec
15	owner	stoʔo		6702				ahue11	josserand1983mixtec
15	owner	šito		6703				alac11	josserand1983mixtec
15	owner	iš-toʔo		6704				alco11	josserand1983mixtec
15	owner	stoʔo		6705				apas11	josserand1983mixtec
15	owner	toʔo		6706				apas11	josserand1983mixtec
15	owner	toʔo		6707				apoa11	josserand1983mixtec
15	owner	xi-toʔo		6708				atat11	josserand1983mixtec
15	owner	stoʔo		6709				aten11	josserand1983mixtec
15	owner	či-toʔo		6710				atoy11	josserand1983mixtec
15	owner	te-šī̡i̡ʔ-ña̡ʔa̡	te-šī̡i̡ʔ	6711	the third part is ‘thing’			ayut11	josserand1983mixtec
15	owner	štoʔo		6712				brav11	josserand1983mixtec
15	owner	is-tua(ʔa)	is-tuaʔa	6713				caca11	josserand1983mixtec
15	owner	na̡ʔa̡		6714				caca11	josserand1983mixtec
15	owner	taši-ña̡ʔa̡	taši	6715	the second part is ‘thing’			cahu11	josserand1983mixtec
15	owner	xi-toʔo		6716				chal11	josserand1983mixtec
15	owner	či-toʔo		6717				chay11	josserand1983mixtec
15	owner	ña̡ʔa̡		6718				chaz11	josserand1983mixtec
15	owner	toʔo		6719				chic11	josserand1983mixtec
15	owner	štoʔo		6720				chig11	josserand1983mixtec
15	owner	tθoʔo		6721				coat11	josserand1983mixtec
15	owner	ma̡ʔna̡		6722				coic11	josserand1983mixtec
15	owner	či-toʔo		6723				colo11	josserand1983mixtec
15	owner	stoʔo		6724				coso11	josserand1983mixtec
15	owner	štoʔo		6725				cuat11	josserand1983mixtec
15	owner	ži-toʔo		6726				cuau11	josserand1983mixtec
15	owner	toʔo		6727				cuya11	josserand1983mixtec
15	owner	ʔes-toʔo		6728				dura11	josserand1983mixtec
15	owner	ši-toʔo		6729				esta11	josserand1983mixtec
15	owner	ši-toʔo		6730				este11	josserand1983mixtec
15	owner	xi-toʔō		6731				gran11	josserand1983mixtec
15	owner	stoʔo		6732				guad11	josserand1983mixtec
15	owner	či-toʔo		6733				huaz11	josserand1983mixtec
15	owner	i-toʔo		6734				huit11	josserand1983mixtec
15	owner	yi-toʔo		6735				itun11	josserand1983mixtec
15	owner	stoʔo		6736				ixpa11	josserand1983mixtec
15	owner	či-toʔo		6737				ixta11	josserand1983mixtec
15	owner	es-toʔo		6738				ixta12	josserand1983mixtec
15	owner	či-toʔo		6739				jami11	josserand1983mixtec
15	owner	či-toʔo		6740				jica11	josserand1983mixtec
15	owner	či-toʔo		6741				jica12	josserand1983mixtec
15	owner	stoʔo		6742				joco11	josserand1983mixtec
15	owner	stoʔo		6743				juxt11	josserand1983mixtec
15	owner	či-toʔo		6744				lore11	josserand1983mixtec
15	owner	či-toʔo		6745				mech11	josserand1983mixtec
15	owner	stoʔo		6746				mixt11	josserand1983mixtec
15	owner	xi-tóʔo		6747				moli11	josserand1983mixtec
15	owner	i-toʔo		6748				mont13	josserand1983mixtec
15	owner	ᵐbaʔa		6749				more11	josserand1983mixtec
15	owner	ši-toʔo		6750				nuch11	josserand1983mixtec
15	owner	a-stoʔo		6751				nuxa11	josserand1983mixtec
15	owner	a-stoʔo		6752				nuxi11	josserand1983mixtec
15	owner	nā̡-ⁿdí̡í̡-ñú̡ù̡-vā		6753	phrase, not sure about parts			nuyo11	josserand1983mixtec
15	owner	xè-tōʔò		6754				ocot11	josserand1983mixtec
15	owner	ší-tóʔó		6755				peno11	josserand1983mixtec
15	owner	i-toʔo		6756				pied11	josserand1983mixtec
15	owner	či-toʔo		6757				pino11	josserand1983mixtec
15	owner	či-toʔo		6758				pino12	josserand1983mixtec
15	owner	xi-toʔo		6759				prom01	josserand1983mixtec
15	owner	štoʔo		6760				reye11	josserand1983mixtec
15	owner	či-toʔo		6761				sayu11	josserand1983mixtec
15	owner	i-toʔo		6762				sind11	josserand1983mixtec
15	owner	stoʔo		6763				tama11	josserand1983mixtec
15	owner	ʔis-toʔo		6764				tama12	josserand1983mixtec
15	owner	ʔes-toʔo		6765				teco11	josserand1983mixtec
15	owner	xi-toʔo		6766				teit11	josserand1983mixtec
15	owner	stoʔo		6767				tepe11	josserand1983mixtec
15	owner	či-toʔo		6768				tepe12	josserand1983mixtec
15	owner	stoʔo		6769				tepo11	josserand1983mixtec
15	owner	stoʔo		6770				tida11	josserand1983mixtec
15	owner	stoʔo		6771				tila11	josserand1983mixtec
15	owner	xi-toʔo		6772				tlac11	josserand1983mixtec
15	owner	tee-đeʔe-ši		6773				tlal11	josserand1983mixtec
15	owner	ši-toʔo		6774				tlaz11	josserand1983mixtec
15	owner	stoʔo		6775				tona11	josserand1983mixtec
15	owner	ča-čii		6776				tutu11	josserand1983mixtec
15	owner	či-toʔo		6777				tutu11	josserand1983mixtec
15	owner	stōʔō		6778				xaya12	josserand1983mixtec
15	owner	ši-toʔo		6779				yolo11	josserand1983mixtec
15	owner	is-toʔo		6780				yolo12	josserand1983mixtec
15	owner	xi-toʔo		6781				yoso11	josserand1983mixtec
15	owner	xi-toʔo		6782				yucu11	josserand1983mixtec
15	owner	ʔì-tōʔō		6783				yucu12	josserand1983mixtec
15	owner	ʔes-toʔo		6784				yucu13	josserand1983mixtec
15	owner	ʔīš-tōʔò-nà̡	ʔīš-tōʔò	6785	pretty sure the last part is a pronoun for thing			yucu15	josserand1983mixtec
15	owner	či-toʔo		6786				zaca11	josserand1983mixtec
15	owner	stoʔo		6787				zapo11	josserand1983mixtec
16	priest	sutu		6788				acat11	josserand1983mixtec
16	priest	sutu		6789				achi11	josserand1983mixtec
16	priest	θütü		6790				ahue11	josserand1983mixtec
16	priest	sùtù		6791				alac11	josserand1983mixtec
16	priest	sutu		6792				alco11	josserand1983mixtec
16	priest	đutu		6793				apas11	josserand1983mixtec
16	priest	đutu		6794				apoa11	josserand1983mixtec
16	priest	sūtù		6795				atat11	josserand1983mixtec
16	priest	huti		6796				aten11	josserand1983mixtec
16	priest	sutu		6797				atoy11	josserand1983mixtec
16	priest	su̡ʰtu		6798				ayut11	josserand1983mixtec
16	priest	sutu		6799				brav11	josserand1983mixtec
16	priest	đütü		6800				caca11	josserand1983mixtec
16	priest	sutu		6801				cahu11	josserand1983mixtec
16	priest	sutu		6802				chal11	josserand1983mixtec
16	priest	sutu		6803				chay11	josserand1983mixtec
16	priest	đutu		6804				chaz11	josserand1983mixtec
16	priest	đutu		6805				chic11	josserand1983mixtec
16	priest	đutu		6806				chig11	josserand1983mixtec
