IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
50	animal	kɨ̄tɨ					diux11	kuiper1991syntactic
51	bird	chiliðáá		not basic tones; looks like a compound			diux11	kuiper1991syntactic
52	fish	chāka		not basic tones probably			diux11	kuiper1991syntactic
53	snake	kó'ó		not basic tones probably			diux11	kuiper1991syntactic
54	frog	$					diux11	kuiper1991syntactic
55	hawk	$					diux11	kuiper1991syntactic
56	scorpion	$					diux11	kuiper1991syntactic
57	cockroach	$					diux11	kuiper1991syntactic
58	grasshopper	$					diux11	kuiper1991syntactic
59	bee	tndáka	tn-dáka	animal-fish; not entirely sure about segmentation			diux11	kuiper1991syntactic
59	bee	ñú'ñú	ñúñú	don't know what the difference is to the other one			diux11	kuiper1991syntactic
60	mouse	tɨ-tnɨ́ñɨ	tɨ-tnɨ́ñɨ	animal-fingernail			diux11	kuiper1991syntactic
61	deer	í'ðú	íðú	deleted accent mark			diux11	kuiper1991syntactic
62	squirrel	$					diux11	kuiper1991syntactic
63	skunk	$					diux11	kuiper1991syntactic
64	(o)possum	$					diux11	kuiper1991syntactic
65	raccoon	$					diux11	kuiper1991syntactic
66	rabbit	konexó		Sp. conejo	yes	Spanish	diux11	kuiper1991syntactic
67	turkey vulture	chó'kó	chókó	not basic tones			diux11	kuiper1991syntactic
68	dog	í'ná	íná				diux11	kuiper1991syntactic
68	dog	ti-hînâ	ti-hînâ	animal-dog; not sure what the difference is to the other one			diux11	kuiper1991syntactic
69	cat	vílu					diux11	kuiper1991syntactic
70	rooster	lihí					diux11	kuiper1991syntactic
71	chicken	chūún					diux11	kuiper1991syntactic
72	pig	$					diux11	kuiper1991syntactic
73	horse	$					diux11	kuiper1991syntactic
74	sheep	t-káchi	t-káchi	animal-cotton			diux11	kuiper1991syntactic
75	ant	$					diux11	kuiper1991syntactic
76	horn (anatomy)	$					diux11	kuiper1991syntactic
77	feather	$					diux11	kuiper1991syntactic
78	wing	$					diux11	kuiper1991syntactic
79	tail	ðú'hán	ðúhán	not basic tones			diux11	kuiper1991syntactic
80	tree	yūtnu		basic tones			diux11	kuiper1991syntactic
81	herb	$					diux11	kuiper1991syntactic
82	grass	$					diux11	kuiper1991syntactic
83	flower	ita					diux11	kuiper1991syntactic
84	maguey, century plant	yáú					diux11	kuiper1991syntactic
85	root	yoho					diux11	kuiper1991syntactic
86	thorn	íñú		not basic tones			diux11	kuiper1991syntactic
87	corn	núnî					diux11	kuiper1991syntactic
88	cornfield	ítû					diux11	kuiper1991syntactic
89	ear of corn	ñɨ́ñɨ́					diux11	kuiper1991syntactic
90	nixtamal	$					diux11	kuiper1991syntactic
91	corn dough, tortilla dough	yūsha					diux11	kuiper1991syntactic
92	tortilla	ðítâ					diux11	kuiper1991syntactic
93	cleared field, cornstalk	$					diux11	kuiper1991syntactic
94	furrow, planting row	$					diux11	kuiper1991syntactic
95	tassel, maize spike	$					diux11	kuiper1991syntactic
96	legume	nduchi					diux11	kuiper1991syntactic
97	green bean	ndí'chí	ndíchí	not basic tones, deleted accent mark			diux11	kuiper1991syntactic
98	chili pepper	yáhá					diux11	kuiper1991syntactic
99	salt	ñɨ́'ɨ́	ñɨ́ɨ́	not basic tones			diux11	kuiper1991syntactic
100	squash	$					diux11	kuiper1991syntactic
101	chayote squash	$					diux11	kuiper1991syntactic
102	sugar cane	$					diux11	kuiper1991syntactic
103	honey	$					diux11	kuiper1991syntactic
104	lard, grease	ðé'hén	ðéhén	not basic tones			diux11	kuiper1991syntactic
105	egg	ndɨu					diux11	kuiper1991syntactic
106	tomato	t-nána	t-nána	spherical-?			diux11	kuiper1991syntactic
107	edible tuber	$					diux11	kuiper1991syntactic
108	avocado	tɨ́chɨ		only in tnu-tɨ́chɨ ‘avocado tree'			diux11	kuiper1991syntactic
109	banana	kwí'hí	kwíhí	not basic tones			diux11	kuiper1991syntactic
110	prickly pear cactus	víhndê					diux11	kuiper1991syntactic
111	mamey	$					diux11	kuiper1991syntactic
112	custard apple	$					diux11	kuiper1991syntactic
113	mushroom	$					diux11	kuiper1991syntactic
114	meat	kú'ñú	kúñú	not basic tones			diux11	kuiper1991syntactic
115	griddle	$					diux11	kuiper1991syntactic
116	pot	kɨ́ðɨ̂					diux11	kuiper1991syntactic
117	oven	$					diux11	kuiper1991syntactic
118	fire	ñúhû					diux11	kuiper1991syntactic
119	ash	$					diux11	kuiper1991syntactic
120	charcoal	$					diux11	kuiper1991syntactic
121	smoke	$					diux11	kuiper1991syntactic
122	garbage, trash	mí'hí					diux11	kuiper1991syntactic
123	plate	kóhô		not basic tones			diux11	kuiper1991syntactic
124	gourd, gourd bowl	$					diux11	kuiper1991syntactic
125	basket	yɨ̄ka					diux11	kuiper1991syntactic
126	box, trunk	shá'tnú	shátnú	not basic tones			diux11	kuiper1991syntactic
127	thread	$					diux11	kuiper1991syntactic
128	comb	$					diux11	kuiper1991syntactic
129	rope	yóhó					diux11	kuiper1991syntactic
130	hole	yɨ́hɨ		only in compound yu-yau-yɨ́hɨ mouth-hole-tiger ‘edge of the tiger's hole'			diux11	kuiper1991syntactic
131	net, net bag	ñúnú					diux11	kuiper1991syntactic
132	soap	ná'má					diux11	kuiper1991syntactic
133	ring	$					diux11	kuiper1991syntactic
134	moon	yôô					diux11	kuiper1991syntactic
135	cloud	víkô					diux11	kuiper1991syntactic
136	lightning	$					diux11	kuiper1991syntactic
137	water	ndūte					diux11	kuiper1991syntactic
138	rain (precipitation)	ðá'ú	ðáú				diux11	kuiper1991syntactic
139	river	yūte					diux11	kuiper1991syntactic
140	dew	$					diux11	kuiper1991syntactic
141	mountain	yūku					diux11	kuiper1991syntactic
142	plain, flatland, lowland	$					diux11	kuiper1991syntactic
143	stone, rock	yûû					diux11	kuiper1991syntactic
144	cotton	káchi		only as part of t-káchi ‘sheep'			diux11	kuiper1991syntactic
145	metal	kaa					diux11	kuiper1991syntactic
146	paper	tūtû					diux11	kuiper1991syntactic
147	lime (material)	$					diux11	kuiper1991syntactic
148	wax	ñú'á	ñúá				diux11	kuiper1991syntactic
149	mud	ndehyû					diux11	kuiper1991syntactic
150	foam	$					diux11	kuiper1991syntactic
151	dust	$					diux11	kuiper1991syntactic
152	red	kwéhe		not basic tones			diux11	kuiper1991syntactic
153	green	kwīī		not basic tones			diux11	kuiper1991syntactic
154	yellow	kwāan		not basic tones			diux11	kuiper1991syntactic
155	black	tnúū					diux11	kuiper1991syntactic
156	white	kwishí					diux11	kuiper1991syntactic
157	one	ɨ̄ɨ̄n		basic tones			diux11	kuiper1991syntactic
158	two	úû		basic tones			diux11	kuiper1991syntactic
159	three	únî		basic tones			diux11	kuiper1991syntactic
160	four	kóôn		basic tones			diux11	kuiper1991syntactic
161	five	óhôn		basic tones			diux11	kuiper1991syntactic
162	six	íñû		basic tones			diux11	kuiper1991syntactic
163	seven	úshâ		basic tones			diux11	kuiper1991syntactic
164	eight	únâ		basic tones			diux11	kuiper1991syntactic
165	nine	ɨ́ɨ̂n		basic tones			diux11	kuiper1991syntactic
166	ten	úshî		basic tones			diux11	kuiper1991syntactic
167	fifteen	shánhûn		basic tones			diux11	kuiper1991syntactic
168	twenty	ókô		basic tones			diux11	kuiper1991syntactic
169	poor	ndahú					diux11	kuiper1991syntactic
170	rich	$					diux11	kuiper1991syntactic
171	cold	víshî					diux11	kuiper1991syntactic
172	hot	ínhní		not basic tones			diux11	kuiper1991syntactic
173	big.SG	kánhnu		basic tones			diux11	kuiper1991syntactic
174	big.PL	nánhnu		basic tones			diux11	kuiper1991syntactic
175	small.SG	luchī		basic tones			diux11	kuiper1991syntactic
176	small.PL	kwechī		basic tones			diux11	kuiper1991syntactic
177	long.SG	kaní		basic tones			diux11	kuiper1991syntactic
178	long.PL	naní		basic tones			diux11	kuiper1991syntactic
179	good	váhâ					diux11	kuiper1991syntactic
180	sweet	víðî					diux11	kuiper1991syntactic
181	salty	$					diux11	kuiper1991syntactic
182	bitter	$		only verb kúhvâ ‘be bitter' 			diux11	kuiper1991syntactic
183	tasty, delicious	aðɨ̄		not basic tones			diux11	kuiper1991syntactic
184	wide	nunu		basic tones			diux11	kuiper1991syntactic
185	new	$					diux11	kuiper1991syntactic
186	lazy	kúðí		not basic tones			diux11	kuiper1991syntactic
187	ugly	kwihá					diux11	kuiper1991syntactic
188	jealous	kwiñā					diux11	kuiper1991syntactic
189	near	yátní					diux11	kuiper1991syntactic
190	far	shíká					diux11	kuiper1991syntactic
191	heavy	vēé		not basic tones			diux11	kuiper1991syntactic
192	raw	$					diux11	kuiper1991syntactic
193	smooth	$					diux11	kuiper1991syntactic
194	slow	kweē					diux11	kuiper1991syntactic
195	yesterday	íkú					diux11	kuiper1991syntactic
196	year	kwi'á	kwiá				diux11	kuiper1991syntactic
197	now, today	vítna					diux11	kuiper1991syntactic
198	night, blind	kwaá		the gloss is ‘blind', but in the free translation ‘night' in all examples			diux11	kuiper1991syntactic
199	night time, at night	niu					diux11	kuiper1991syntactic
200	day	kɨ̄ú					diux11	kuiper1991syntactic
201	day time	ndúú					diux11	kuiper1991syntactic
202	half, middle	ðáva					diux11	kuiper1991syntactic
203	money	tviní		from Old Sp. tomín	yes	Old Spanish	diux11	kuiper1991syntactic
204	work	tniū					diux11	kuiper1991syntactic
205	word	tnúhû					diux11	kuiper1991syntactic
206	fault, sin	kwéchí		not basic tones			diux11	kuiper1991syntactic
207	dream	$		verb is listed			diux11	kuiper1991syntactic
208	when	ná		not sure if this used as a question too			diux11	kuiper1991syntactic
209	song, music	yáa		only as part of tnu-yáa wood-music ‘oak'			diux11	kuiper1991syntactic
