IDlist	GLOSS	VALUE	FORM	NOTES	LOAN	LOAN_SOURCE	DOCULECT	SOURCE
147	cal	kaka					zaca11	towne2011gramatica
148	cera	$					zaca11	towne2011gramatica
149	lodo	$					zaca11	towne2011gramatica
150	espuma	$					zaca11	towne2011gramatica
151	polvo	yuyaka	yu-yaka				zaca11	towne2011gramatica
152	rojo	kua'a					zaca11	towne2011gramatica
153	verde	kuii					zaca11	towne2011gramatica
154	amarillo	kuaan					zaca11	towne2011gramatica
155	negro	tùun		tones marked			zaca11	towne2011gramatica
156	blanco	kuichin					zaca11	towne2011gramatica
157	uno	īīn		tones marked			zaca11	towne2011gramatica
158	dos	uvi					zaca11	towne2011gramatica
159	tres	uni					zaca11	towne2011gramatica
160	cuatro	kumi					zaca11	towne2011gramatica
161	cinco	u'un					zaca11	towne2011gramatica
162	seis	iñu					zaca11	towne2011gramatica
163	siete	ucha					zaca11	towne2011gramatica
164	ocho	una					zaca11	towne2011gramatica
165	nueve	īín		tones marked			zaca11	towne2011gramatica
166	diez	uchi					zaca11	towne2011gramatica
167	quince	cha'un					zaca11	towne2011gramatica
168	veinte	oko					zaca11	towne2011gramatica
169	pobre	nda'vi					zaca11	towne2011gramatica
170	rico	kuika					zaca11	towne2011gramatica
171	frío	vichin					zaca11	towne2011gramatica
172	caliente	ni'ni					zaca11	towne2011gramatica
173	grande.SG	ka'nu					zaca11	towne2011gramatica
174	grande.PL	na'nu					zaca11	towne2011gramatica
175	pequeño.SG, chico.SG	vali					zaca11	towne2011gramatica
176	pequeño.PL, chico.PL	kuati					zaca11	towne2011gramatica
177	largo.SG	kani					zaca11	towne2011gramatica
178	largo.PL	nani					zaca11	towne2011gramatica
179	bueno	va'a					zaca11	towne2011gramatica
180	dulce	vixi					zaca11	towne2011gramatica
181	salado	$					zaca11	towne2011gramatica
182	amargo	uva					zaca11	towne2011gramatica
183	sabroso	$					zaca11	towne2011gramatica
184	ancho	$					zaca11	towne2011gramatica
185	nuevo	chaa					zaca11	towne2011gramatica
186	flojo	langua					zaca11	towne2011gramatica
187	feo	kini					zaca11	towne2011gramatica
188	celoso	kuiñu					zaca11	towne2011gramatica
189	cerca de, está cerca	$					zaca11	towne2011gramatica
190	está lejos, lejos	$					zaca11	towne2011gramatica
191	pesado	vee					zaca11	towne2011gramatica
192	crudo	$					zaca11	towne2011gramatica
193	liso	ndi'vi					zaca11	towne2011gramatica
194	despacio	kueni					zaca11	towne2011gramatica
194	despacio	kuee					zaca11	towne2011gramatica
195	ayer	iku					zaca11	towne2011gramatica
196	año	kuiya					zaca11	towne2011gramatica
197	ahora, hoy	vitin					zaca11	towne2011gramatica
198	noche	kuaa					zaca11	towne2011gramatica
199	de noche	$					zaca11	towne2011gramatica
200	día	kivi					zaca11	towne2011gramatica
201	todo el día	nduvi					zaca11	towne2011gramatica
202	mitad	java					zaca11	towne2011gramatica
203	dinero	xu'un'					zaca11	towne2011gramatica
204	trabajo	tiñu					zaca11	towne2011gramatica
205	palabra	tu'un					zaca11	towne2011gramatica
206	culpa	$					zaca11	towne2011gramatica
207	sueño	$					zaca11	towne2011gramatica
208	cuándo	ama		rarely used, largely replaced by ora			zaca11	towne2011gramatica
209	canción, música	$					zaca11	towne2011gramatica
