ID	DOCULECT	CONCEPT	OTHER_CONCEPT	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE
5402	papa11	NIGHT	noche	güi²nu⁴	güi²nu⁴	198	1233	NA	NA	anderson1983diccionario	NA
5403	papa11	NIGHT	noche	yan³	yan³	198	1233	NA	NA	anderson1983diccionario	NA
5069	pena11	NIGHT	noche	jakuaà	jakuaà	198	1233	NA	NA	hollenbach2017diccionario	[BA]
3899	pied12	NIGHT	noche	ñǔu	ñǔu	198	1233	NA	NA	oxnard2020	NA
5563	tepe03	NIGHT	noche	ngaan	ngaan	198	1233	NA	NA	belmar1902el-cuicateco	NA
2036	tepo01	NIGHT	noche	ñuu	ñuu	198	1233	NA	NA	alvarado1593vocabulario	NA
2037	tepo01	NIGHT	noche	niñu	niñu	198	1233	NA	NA	alvarado1593vocabulario	NA
2038	tepo01	NIGHT	noche	saquaa	saquaa	198	1233	NA	NA	alvarado1593vocabulario	NA
3898	tlah11	NIGHT	noche	ñuûn	ñuûn	198	1233	NA	NA	oxnard2020	NA
4837	xoch11	NIGHT	noche	ñǔu	ñǔu	198	1233	NA	NA	stark2013diccionario	NA
363	yolo11	NIGHT	noche	ñu³u⁴²	ñu³u⁴²	198	1233	NA	NA	amith2020yoloxochitl	NA
20579	yoso14	NIGHT	noche	xini	xini	198	1233	NA	NA	gittlen2016gramatica	NA
20986	yuta13	NIGHT	noche	sa̠kuaá	sa̠-kuaá	198	1233	NA	NA	williams2017diccionario	NA
20987	yuta13	NIGHT	noche	se̠kuaá	se̠-kuaá	198	1233	NA	NA	williams2017diccionario	NA
4486	zaca11	NIGHT	noche	kuaa	kuaa	198	1233	NA	NA	towne2011gramatica	NA
1815	chic02	NIGHT TIME	anoche	Niihá	niihá	199	NA	NA	NA	belmar1897ensayo	NA
5191	atat11	NIGHT TIME	de noche	ñuú	ñuú	199	NA	NA	NA	alexander1980gramatica	[B]
4139	chay11	NIGHT TIME	de noche	sa cuaa	sa-cuaa	199	NA	NA	NA	pensinger1974diccionario	NA
20302	dura11	NIGHT TIME	de noche	ñùú	ñùú	199	NA	NA	NA	hernandez2020san-martin	NA
6325	jica13	NIGHT TIME	de noche	ñǔu	ñǔu	199	NA	NA	NA	Emily John-Martin	NA
19366	moli11	NIGHT TIME	de noche	xa-kiʔvi	xa-kiʔvi	199	NA	NA	NA	josserand1983mixtec	NA
5070	pena11	NIGHT TIME	de noche	ñuu	ñuu	199	NA	NA	NA	hollenbach2017diccionario	[A]
20988	yuta13	NIGHT TIME	de noche	ñoo	ñoo	199	NA	NA	NA	williams2017diccionario	NA
5404	papa11	NIGHT TIME	de noche, noche	'an³	'an³	199	NA	NA	NA	anderson1983diccionario	NA
364	yolo11	NIGHT TIME	de noche, toda la noche	ni³ñu²u²	ni³ñu²u²	199	NA	NA	NA	amith2020yoloxochitl	NA
1130	alac11	NIGHT TIME	night time	ñōó	ñōó	199	NA	NA	NA	zylstra1991syntactic	NA
873	ayut11	NIGHT TIME	night time	niñu	niñu	199	NA	NA	NA	hills1990syntactic	NA
996	coat11	NIGHT TIME	night time	nīñū	nīñū	199	NA	NA	NA	small1990syntactic	NA
484	jami11	NIGHT TIME	night time	ñīyākā	ñī-yākā	199	NA	NA	NA	johnson1988syntactic	NA
605	ocot11	NIGHT TIME	night time	ñūú	ñūú	199	NA	NA	NA	alexander1988syntactic	NA
735	prog12	NIGHT TIME	night time	ñūú	ñūú	199	NA	NA	NA	shields1988syntactic	NA
1479	yoso11	NIGHT TIME	night time, all night	ñúú	ñúú	199	NA	NA	NA	farris1992syntactic	NA
1277	diux11	NIGHT TIME	night time, at night	niu	niu	199	NA	NA	NA	kuiper1991syntactic	NA
19401	xaya12	NIGHT TIME	noche	ñū̧ú̧	ñū̧ú̧	199	NA	NA	NA	josserand1983mixtec	NA
19323	achi11	NIGHT TIME	toda la noche	xa-kʷaa	xa-kʷaa	199	NA	NA	NA	josserand1983mixtec	NA
19324	ahue11	NIGHT TIME	toda la noche	ⁿdīa̧ni̧-ñu̧u̧	ⁿdīa̧ni̧-ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19325	alco11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19326	apas11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19327	apoa11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19328	atat11	NIGHT TIME	toda la noche	nī̧ñu̧	nī̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19329	aten11	NIGHT TIME	toda la noche	ni̧u̧	ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19330	aten11	NIGHT TIME	toda la noche	ñu̧u̧-žaa	ñu̧u̧-žaa	199	NA	NA	NA	josserand1983mixtec	NA
19331	atoy11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19332	ayut11	NIGHT TIME	toda la noche	nī̧ñū̧	nī̧ñū̧	199	NA	NA	NA	josserand1983mixtec	NA
19333	brav11	NIGHT TIME	toda la noche	ñu̧u̧	ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19334	caca11	NIGHT TIME	toda la noche	ño̧o̧	ño̧o̧	199	NA	NA	NA	josserand1983mixtec	NA
19335	cahu11	NIGHT TIME	toda la noche	ni̧ño̧	ni̧ño̧	199	NA	NA	NA	josserand1983mixtec	NA
19336	chal11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19337	chay11	NIGHT TIME	toda la noche	ña̧ku	ña̧ku	199	NA	NA	NA	josserand1983mixtec	NA
19338	chaz11	NIGHT TIME	toda la noche	(i)ni̧nu̧	ini̧nu̧	199	NA	NA	NA	josserand1983mixtec	NA
19339	chic11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19340	chig11	NIGHT TIME	toda la noche	i̧i̧-wi-ñu̧u̧	i̧i̧-wi-ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19341	coat11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19342	coic11	NIGHT TIME	toda la noche	ni̧ñu̧-yaa	ni̧ñu̧-yaa	199	NA	NA	NA	josserand1983mixtec	NA
4352	colo11	NIGHT TIME	toda la noche	ñiñu	ñiñu	199	NA	NA	NA	stark1986diccionario	NA
19343	colo11	NIGHT TIME	toda la noche	ñi̧ñu̧	ñi̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19344	coso11	NIGHT TIME	toda la noche	ni̧nu̧	ni̧nu̧	199	NA	NA	NA	josserand1983mixtec	NA
19345	cuat11	NIGHT TIME	toda la noche	ni̧ño̧	ni̧ño̧	199	NA	NA	NA	josserand1983mixtec	NA
19346	cuau11	NIGHT TIME	toda la noche	ni̧ñu̧-ni̧ñu̧	ni̧ñu̧-ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19347	cuya11	NIGHT TIME	toda la noche	nɨ̧-ni̧ñu̧	nɨ̧-ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19348	dura11	NIGHT TIME	toda la noche	ñi̧nu̧-žaa	ñi̧nu̧-žaa	199	NA	NA	NA	josserand1983mixtec	NA
19349	esta11	NIGHT TIME	toda la noche	ñu̧u̧	ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19350	este11	NIGHT TIME	toda la noche	nɨ̧ɨ̧-ni̧u̧	nɨ̧ɨ̧-ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19351	gran11	NIGHT TIME	toda la noche	ni̧ñū̧	ni̧ñū̧	199	NA	NA	NA	josserand1983mixtec	NA
19352	guad11	NIGHT TIME	toda la noche	ni̧u̧-yaa	ni̧u̧-yaa	199	NA	NA	NA	josserand1983mixtec	NA
20464	huen11	NIGHT TIME	toda la noche	níñù	níñù	199	NA	NA	NA	becerra-roldan2015un-estudio	NA
19353	huit11	NIGHT TIME	toda la noche	ǰa-ni̧yu̧	ǰa-ni̧yu̧	199	NA	NA	NA	josserand1983mixtec	NA
19354	huit11	NIGHT TIME	toda la noche	ⁿǰa-ni̧ñu̧	ⁿǰa-ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19355	itun11	NIGHT TIME	toda la noche	nɨ̧ñu̧	nɨ̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19356	ixpa11	NIGHT TIME	toda la noche	ⁿčivi-žaa	ⁿčivi-žaa	199	NA	NA	NA	josserand1983mixtec	NA
19357	ixta11	NIGHT TIME	toda la noche	ñu̧u̧	ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19358	ixta12	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19359	jami11	NIGHT TIME	toda la noche	ⁿdi ñu̧u̧	ⁿdi ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19360	jica11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19361	jica12	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19362	joco11	NIGHT TIME	toda la noche	nȩ-ni̧ñu̧	nȩ-ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19363	juxt11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19364	lore11	NIGHT TIME	toda la noche	ñi̧ñu̧	ñi̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19365	mixt11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19367	mont13	NIGHT TIME	toda la noche	nɨ̧ñu̧	nɨ̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19368	mont14	NIGHT TIME	toda la noche	ni̧-ni̧u̧	ni̧-ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19369	more11	NIGHT TIME	toda la noche	ⁿdia-šikʷa	ⁿdia-šikʷa	199	NA	NA	NA	josserand1983mixtec	NA
19370	nuch11	NIGHT TIME	toda la noche	ⁿdiha̧-ni̧-kʷaa	ⁿdiha̧-ni̧-kʷaa	199	NA	NA	NA	josserand1983mixtec	NA
19371	nuxa11	NIGHT TIME	toda la noche	ni̧ʔñu̧	ni̧ʔñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19372	nuxi11	NIGHT TIME	toda la noche	nɨ̧-ni̧ʔñu̧	nɨ̧-ni̧ʔñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19373	nuyo11	NIGHT TIME	toda la noche	ná̧-nì̧ñū̧	ná̧-nì̧ñū̧	199	NA	NA	NA	josserand1983mixtec	NA
19374	ocot11	NIGHT TIME	toda la noche	nī̧ñù̧	nī̧ñù̧	199	NA	NA	NA	josserand1983mixtec	NA
19375	peno11	NIGHT TIME	toda la noche	ni̧̧u̧	ni̧̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19376	pied11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19378	pino11	NIGHT TIME	toda la noche	ča kʷaʔa	ča kʷaʔa	199	NA	NA	NA	josserand1983mixtec	NA
19377	pino11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19379	pino12	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19380	prom01	NIGHT TIME	toda la noche	niyu	niyu	199	NA	NA	NA	josserand1983mixtec	NA
19381	prom01	NIGHT TIME	toda la noche	niyu̧	niyu̧	199	NA	NA	NA	josserand1983mixtec	NA
19382	reye11	NIGHT TIME	toda la noche	ni̧ñu̧-žaa	ni̧ñu̧-žaa	199	NA	NA	NA	josserand1983mixtec	NA
19383	sayu11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19384	sind11	NIGHT TIME	toda la noche	(ña̧)-ni̧u̧	ña̧-ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19385	soya11	NIGHT TIME	toda la noche	ni̧ña̧	ni̧ña̧	199	NA	NA	NA	josserand1983mixtec	NA
19386	tama11	NIGHT TIME	toda la noche	nɨ̧-ni̧u̧	nɨ̧-ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19387	tama12	NIGHT TIME	toda la noche	ⁿdíθa-šikʷaa	ⁿdíθa-šikʷaa	199	NA	NA	NA	josserand1983mixtec	NA
19388	teco11	NIGHT TIME	toda la noche	ñi̧ñu̧-žaa	ñi̧ñu̧-žaa	199	NA	NA	NA	josserand1983mixtec	NA
19389	teit11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19390	tepe11	NIGHT TIME	toda la noche	ni̧nu̧	ni̧nu̧	199	NA	NA	NA	josserand1983mixtec	NA
19391	tepe12	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19393	tepo11	NIGHT TIME	toda la noche	ni̧ñu̧-ⁿdu	ni̧ñu̧-ⁿdu	199	NA	NA	NA	josserand1983mixtec	NA
19392	tepo11	NIGHT TIME	toda la noche	ni̧ñu̧u̧	ni̧ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19394	tida11	NIGHT TIME	toda la noche	ni̧u̧	ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19395	tila11	NIGHT TIME	toda la noche	ni̧u̧	ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19396	tlac11	NIGHT TIME	toda la noche	nī̧-ni̧ñu̧	nī̧-ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19397	tlac12	NIGHT TIME	toda la noche	či̧ni̧-sikʷaa	či̧ni̧-sikʷaa	199	NA	NA	NA	josserand1983mixtec	NA
19398	tlal11	NIGHT TIME	toda la noche	iƀi-ñu̧u̧	iƀi-ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19399	tlaz11	NIGHT TIME	toda la noche	ni̧u̧	ni̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19400	tona11	NIGHT TIME	toda la noche	ni̧u̧-yaka	ni̧u̧-yaka	199	NA	NA	NA	josserand1983mixtec	NA
19402	yolo11	NIGHT TIME	toda la noche	ni̧ñu̧-ni̧	ni̧ñu̧-ni̧	199	NA	NA	NA	josserand1983mixtec	NA
19403	yolo12	NIGHT TIME	toda la noche	ⁿdisa-ñu̧u̧	ⁿdisa-ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
19404	yoso11	NIGHT TIME	toda la noche	ñu̧-kɨtɨ	ñu̧-kɨtɨ	199	NA	NA	NA	josserand1983mixtec	NA
19405	yucu11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19406	yucu12	NIGHT TIME	toda la noche	ⁿdāká-yakʷáā	ⁿdāká-yakʷáā	199	NA	NA	NA	josserand1983mixtec	NA
19407	yucu13	NIGHT TIME	toda la noche	ñu̧u̧-žaka	ñu̧u̧-žaka	199	NA	NA	NA	josserand1983mixtec	NA
19408	yucu15	NIGHT TIME	toda la noche	ⁿdu̧ví-ñī̧ñú̧	ⁿdu̧ví-ñī̧ñú̧	199	NA	NA	NA	josserand1983mixtec	NA
19409	zaca11	NIGHT TIME	toda la noche	ni̧ñu̧	ni̧ñu̧	199	NA	NA	NA	josserand1983mixtec	NA
19410	zapo11	NIGHT TIME	toda la noche	ñu̧u̧	ñu̧u̧	199	NA	NA	NA	josserand1983mixtec	NA
1104	alac11	NINE	nine	ñii	ñii	165	1483	NA	NA	zylstra1991syntactic	NA
2788	atat11	NINE	nine	ɨ̧̄ɨ̧̀	ɨ̧̄ɨ̧̀	165	1483	NA	NA	durr1987preliminary	NA
842	ayut11	NINE	nine	īīn	īīn	165	1483	NA	NA	hills1990syntactic	NA
2790	caca11	NINE	nine	ì̧ì̧	ì̧ì̧	165	1483	NA	NA	durr1987preliminary	NA
2792	cahu11	NINE	nine	ì̧ì̧	ì̧ì̧	165	1483	NA	NA	durr1987preliminary	NA
972	coat11	NINE	nine	ɨ̄ɨ̄n	ɨ̄ɨ̄n	165	1483	NA	NA	small1990syntactic	NA
1343	conc11	NINE	nine	nū	nū	165	1483	NA	NA	bradley1991preliminary	NA
1603	copa11	NINE	nine	uun²	uun²	165	1483	NA	NA	hollenbach1992syntactic	NA
1249	diux11	NINE	nine	ɨ́ɨ̂n	ɨ́ɨ̂n	165	1483	NA	NA	kuiper1991syntactic	NA
2785	diux11	NINE	nine	ɨ̧́’ɨ̧́	ɨ̧́’ɨ̧́	165	1483	NA	NA	durr1987preliminary	NA
2789	gran11	NINE	nine	ɨ̧̄ɨ̧̀	ɨ̧̄ɨ̧̀	165	1483	NA	NA	durr1987preliminary	NA
459	jami11	NINE	nine	ɨɨn	ɨɨn	165	1483	NA	NA	johnson1988syntactic	NA
2795	jica11	NINE	nine	í̧í̧	í̧í̧	165	1483	NA	NA	durr1987preliminary	NA
2793	mixt11	NINE	nine	ì̧ì̧	ì̧ì̧	165	1483	NA	NA	durr1987preliminary	NA
2787	moli11	NINE	nine	ì̧ì̧	ì̧ì̧	165	1483	NA	NA	durr1987preliminary	NA
582	ocot11	NINE	nine	iin	iin	165	1483	NA	NA	alexander1988syntactic	NA
2786	peno11	NINE	nine	ɨ̧́ɨ̧́	ɨ̧́ɨ̧́	165	1483	NA	NA	durr1987preliminary	NA
710	prog12	NINE	nine	in	in	165	1483	NA	NA	shields1988syntactic	NA
2794	prog12	NINE	nine	ì̧ì̧	ì̧ì̧	165	1483	NA	NA	durr1987preliminary	NA
2791	xaya11	NINE	nine	ì̧ì̧	ì̧ì̧	165	1483	NA	NA	durr1987preliminary	NA
1457	yoso11	NINE	nine	ɨ̄ɨn	ɨ̄ɨn	165	1483	NA	NA	farris1992syntactic	NA
20744	yucu17	NINE	nine	ììn	ììn	165	1483	NA	NA	salazar2020yucunani	NA
136	abas11	NINE	nueve	ììn	ììn	165	1483	NA	NA	galindo-sanchez2009vocabulario	NA
4633	alac11	NINE	nueve	i̠i̠n	i̠i̠n	165	1483	NA	NA	zylstra2012gramatica	NA
5168	atat11	NINE	nueve	ɨɨn	ɨɨn	165	1483	NA	NA	alexander1980gramatica	[C]
4105	chay11	NINE	nueve	ɨɨn	ɨɨn	165	1483	NA	NA	pensinger1974diccionario	NA
1780	chic02	NINE	nueve	hûnha	hûnha	165	1483	NA	NA	belmar1897ensayo	NA
1781	chic02	NINE	nueve	Úú	úú	165	1483	NA	NA	belmar1897ensayo	NA
6075	chic12	NINE	nueve	'ïn⁴	'ïn⁴	165	1483	NA	NA	good1978diccionario	NA
21172	chic12	NINE	nueve	ʔĩ²	ʔĩ²	165	1483	NA	NA	hernandez-mendoza2020vocabulario	NA
4317	colo11	NINE	nueve	ɨɨn	ɨɨn	165	1483	NA	NA	stark1986diccionario	NA
20268	dura11	NINE	nueve	ììn	ììn	165	1483	NA	NA	hernandez2020san-martin	NA
3745	flor12	NINE	nueve	ììn	ììn	165	1483	NA	NA	oxnard2020	NA
20439	huen11	NINE	nueve	íìn	íìn	165	1483	NA	NA	becerra-roldan2015un-estudio	NA
6291	jica13	NINE	nueve	i̠i̠n	i̠i̠n	165	1483	NA	NA	Emily John-Martin	NA
3747	mixt11	NINE	nueve	ììn	ììn	165	1483	NA	NA	oxnard2020	NA
3746	mont12	NINE	nueve	ììn	ììn	165	1483	NA	NA	oxnard2020	NA
5368	papa11	NINE	nueve	nun³²	nun³²	165	1483	NA	NA	anderson1983diccionario	NA
5027	pena11	NINE	nueve	iìn	iìn	165	1483	NA	NA	hollenbach2017diccionario	
3744	pied12	NINE	nueve	ììn	ììn	165	1483	NA	NA	oxnard2020	NA
5538	tepe03	NINE	nueve	nuu	nuu	165	1483	NA	NA	belmar1902el-cuicateco	NA
1985	tepo01	NINE	nueve	ee	ee	165	1483	NA	NA	alvarado1593vocabulario	NA
3743	tlah11	NINE	nueve	iìn	iìn	165	1483	NA	NA	oxnard2020	NA
4809	xoch11	NINE	nueve	i̠i̠n	i̠i̠n	165	1483	NA	NA	stark2013diccionario	NA
330	yolo11	NINE	nueve	i¹in¹	i¹in¹	165	1483	NA	NA	amith2020yoloxochitl	NA
20557	yoso14	NINE	nueve	iin	iin	165	1483	NA	NA	gittlen2016gramatica	NA
20952	yuta13	NINE	nueve	ii̠n	ii̠n	165	1483	NA	NA	williams2017diccionario	NA
4458	zaca11	NINE	nueve	īín	īín	165	1483	NA	NA	towne2011gramatica	NA
73	abas11	NIXTAMAL	nixtamal	tsá’á	tsá’á	90	NA	NA	NA	galindo-sanchez2009vocabulario	NA
4568	alac11	NIXTAMAL	nixtamal	xá’á	xá’á	90	NA	NA	NA	zylstra2012gramatica	NA
5695	alco11	NIXTAMAL	nixtamal	ʃa⁴Ɂa²	ʃa⁴Ɂa²	90	NA	NA	NA	swanton2020observaciones	NA
5697	chal11	NIXTAMAL	nixtamal	nu²ni¹	xa³Ɂa³	90	NA	NA	NA	swanton2020observaciones	+xa³Ɂa³
4028	chay11	NIXTAMAL	nixtamal	nuñi saha	nuñi-saha	90	NA	NA	NA	pensinger1974diccionario	NA
5995	chic12	NIXTAMAL	nixtamal	niyaj⁴a	niyaj⁴a	90	NA	NA	NA	good1978diccionario	NA
21095	chic12	NIXTAMAL	nixtamal	ni³ja³²ʰ	ni³ja³²ʰ	90	NA	NA	NA	hernandez-mendoza2020vocabulario	NA
4240	colo11	NIXTAMAL	nixtamal	nùñì tsaahá	nùñì tsaahá	90	NA	NA	NA	stark1986diccionario	NA
20188	dura11	NIXTAMAL	nixtamal	xá'á	xá'á	90	NA	NA	NA	hernandez2020san-martin	NA
3372	flor12	NIXTAMAL	nixtamal	xá'a	xá'a	90	NA	NA	NA	oxnard2020	NA
6208	jica13	NIXTAMAL	nixtamal	xá'a	xá'a	90	NA	NA	NA	Emily John-Martin	NA
3373	mixt11	NIXTAMAL	nixtamal	tsa'á	tsa'á	90	NA	NA	NA	oxnard2020	NA
5290	papa11	NIXTAMAL	nixtamal	ve⁴ye⁴	ve⁴ye⁴	90	NA	NA	NA	anderson1983diccionario	NA
4944	pena11	NIXTAMAL	nixtamal	ndàku	ndàku	90	NA	NA	NA	hollenbach2017diccionario	[B]
3371	pied12	NIXTAMAL	nixtamal	xá'a	xá'a	90	NA	NA	NA	oxnard2020	NA
5694	prom01	NIXTAMAL	nixtamal	Ɂ-xáɁà	Ɂ-xáɁà	90	NA	NA	NA	swanton2020observaciones	NA
3370	tlah11	NIXTAMAL	nixtamal	xá'a	xá'a	90	NA	NA	NA	oxnard2020	NA
4751	xoch11	NIXTAMAL	nixtamal	xá’a	xá’a	90	NA	NA	NA	stark2013diccionario	NA
255	yolo11	NIXTAMAL	nixtamal	xa'⁴a²	xa'⁴a²	90	NA	NA	NA	amith2020yoloxochitl	NA
20877	yuta13	NIXTAMAL	nixtamal	nda̠kí	nda̠kí	90	NA	NA	NA	williams2017diccionario	NA
4413	zaca11	NIXTAMAL	nixtamal	cha’a	cha’a	90	NA	NA	NA	towne2011gramatica	NA
5696	zaca11	NIXTAMAL	nixtamal	ʧa²Ɂa³	ʧa²Ɂa³	90	NA	NA	NA	swanton2020observaciones	NA
7466	ndua11	NECK	cuello	θuku	θuku	25	1333	NA	NA	josserand1983mixtec	NA
1852	tepo01	NOSE	naris	dzitni	dzitni	25	1221	NA	NA	alvarado1593vocabulario	NA
23	abas11	NOSE	nariz	xichi	xichi	25	1221	NA	NA	galindo-sanchez2009vocabulario	NA
7289	acat11	NOSE	nariz	siči̧	siči̧	25	1221	NA	NA	josserand1983mixtec	NA
7290	achi11	NOSE	nariz	šitNi̧	šitNi̧	25	1221	NA	NA	josserand1983mixtec	NA
7291	adeq11	NOSE	nariz	đi̧(ʔ)ni̧	đi̧ʔni̧	25	1221	NA	NA	josserand1983mixtec	NA
7292	ahue11	NOSE	nariz	θiti	θiti	25	1221	NA	NA	josserand1983mixtec	NA
7293	alac11	NOSE	nariz	siti̧	siti̧	25	1221	NA	NA	josserand1983mixtec	NA
7294	alac11	NOSE	nariz	sitni̧	sitni̧	25	1221	NA	NA	josserand1983mixtec	NA
7295	alco11	NOSE	nariz	išti̧	išti̧	25	1221	NA	NA	josserand1983mixtec	NA
7296	amat11	NOSE	nariz	điči	điči	25	1221	NA	NA	josserand1983mixtec	NA
7297	apas11	NOSE	nariz	šiči	šiči	25	1221	NA	NA	josserand1983mixtec	NA
7298	apoa11	NOSE	nariz	šiči	šiči	25	1221	NA	NA	josserand1983mixtec	NA
7299	atat11	NOSE	nariz	šiNni̧	šiNni̧	25	1221	NA	NA	josserand1983mixtec	NA
5094	atat11	NOSE	nariz	xijnī	xijnī	25	1221	NA	NA	alexander1980gramatica	[C]
7300	aten11	NOSE	nariz	šiti	šiti	25	1221	NA	NA	josserand1983mixtec	NA
7301	atoy11	NOSE	nariz	šiti̧	šiti̧	25	1221	NA	NA	josserand1983mixtec	NA
7302	ayut11	NOSE	nariz	šiti̧ʔ	šiti̧ʔ	25	1221	NA	NA	josserand1983mixtec	NA
7303	brav11	NOSE	nariz	šitni̧	šitni̧	25	1221	NA	NA	josserand1983mixtec	NA
7304	caca11	NOSE	nariz	điči̧	điči̧	25	1221	NA	NA	josserand1983mixtec	NA
7305	cahu11	NOSE	nariz	šitni̧	šitni̧	25	1221	NA	NA	josserand1983mixtec	NA
7306	chal11	NOSE	nariz	kutu	kutu	25	1221	NA	NA	josserand1983mixtec	NA
3968	chay11	NOSE	nariz	xityi yo	xityi	25	1221	NA	NA	pensinger1974diccionario	NA
7307	chay11	NOSE	nariz	šitʸi	šitʸi	25	1221	NA	NA	josserand1983mixtec	NA
7308	chay12	NOSE	nariz	hɨti	hɨti	25	1221	NA	NA	josserand1983mixtec	NA
7309	chaz11	NOSE	nariz	điči̧	điči̧	25	1221	NA	NA	josserand1983mixtec	NA
1659	chic02	NOSE	nariz	Takén	takén	25	1221	NA	NA	belmar1897ensayo	NA
7310	chic11	NOSE	nariz	šiči	šiči	25	1221	NA	NA	josserand1983mixtec	NA
5928	chic12	NOSE	nariz	daquïn’²	daquïn’²	25	1221	NA	NA	good1978diccionario	NA
21027	chic12	NOSE	nariz	da³kɨ³⁵	da³kɨ³⁵	25	1221	NA	NA	hernandez-mendoza2020vocabulario	NA
21028	chic12	NOSE	nariz	da³ki³⁵	da³ki³⁵	25	1221	NA	NA	hernandez-mendoza2020vocabulario	NA
7311	chig11	NOSE	nariz	đitni̧	đitni̧	25	1221	NA	NA	josserand1983mixtec	NA
7312	coat11	NOSE	nariz	điȼi̧	điȼi̧	25	1221	NA	NA	josserand1983mixtec	NA
7313	coic11	NOSE	nariz	šìtí̧	šìtí̧	25	1221	NA	NA	josserand1983mixtec	NA
4172	colo11	NOSE	nariz	ìxtyìn yò	ìxtyìn	25	1221	NA	NA	stark1986diccionario	NA
7314	colo11	NOSE	nariz	šitʸi	šitʸi	25	1221	NA	NA	josserand1983mixtec	NA
7315	coso11	NOSE	nariz	điči̧	điči̧	25	1221	NA	NA	josserand1983mixtec	NA
